region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state
kennewick-pasco-richland,0.0,2017,jeep,wrangler unlimited 75th 4x4,excellent,6 cylinders,gas,39738.0,clean,automatic,4wd,SUV,black,wa
kennewick-pasco-richland,0.0,2016,ford,f150 xlt 4x4 1/2 ton gas,excellent,6 cylinders,gas,109634.0,clean,automatic,4wd,truck,grey,wa
kennewick-pasco-richland,0.0,2017,ford,lifted f250 power stroke,excellent,6 cylinders,diesel,15796.0,clean,automatic,4wd,truck,silver,wa
kennewick-pasco-richland,0.0,2016,audi,"a6 3.0 quattro tdi premium plus 68k msrp* driver assistance pkg* s-line sports pkg* led headlights* 20""wheels*bose surround sound*cold weather pkg* new tires*tinted windows* ceramic coated*immaculate*tdi",excellent,6 cylinders,diesel,65221.0,clean,automatic,4wd,sedan,black,wa
kennewick-pasco-richland,0.0,2009,ram,1500,excellent,8 cylinders,gas,92783.0,clean,automatic,4wd,truck,orange,wa
kennewick-pasco-richland,0.0,2004,chrysler,pt cruiser,excellent,4 cylinders,gas,55445.0,clean,automatic,fwd,wagon,white,wa
kennewick-pasco-richland,0.0,2010,toyota,fj cruiser 4x4 gas suv,excellent,6 cylinders,gas,157524.0,clean,automatic,4wd,SUV,silver,wa
kennewick-pasco-richland,0.0,2016,chevrolet,silverado duramax ltz,excellent,6 cylinders,diesel,68551.0,clean,automatic,4wd,truck,black,wa
kennewick-pasco-richland,0.0,2019,ford,f150 xlt 4x4 half ton gas,excellent,6 cylinders,gas,20130.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2019,ford,f150 stx 4x4 half ton gas,excellent,6 cylinders,gas,34567.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2017,ram,1500 sport 4x4 1/2 ton,excellent,6 cylinders,gas,28674.0,clean,automatic,4wd,truck,black,wa
kennewick-pasco-richland,0.0,2018,toyota,tacoma trd sport 4x4 gas,excellent,6 cylinders,gas,16739.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2018,ford,f350 diesel powerstroke fx4,excellent,6 cylinders,diesel,15865.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2020,chevrolet,silverado duramax ltz,excellent,6 cylinders,diesel,3982.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2019,ford,f150 xlt xtr 4x4 1/2 ton,excellent,6 cylinders,gas,13361.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2017,ram,1500 laramie 4x4 gas,excellent,6 cylinders,gas,43763.0,clean,automatic,4wd,truck,black,wa
kennewick-pasco-richland,0.0,2008,jeep,wrangler 4x4 gas suv auto,excellent,6 cylinders,gas,138120.0,clean,automatic,4wd,SUV,red,wa
kennewick-pasco-richland,0.0,2007,ram,cummins 3500,excellent,6 cylinders,diesel,93866.0,clean,automatic,4wd,truck,black,wa
kennewick-pasco-richland,0.0,2019,chevrolet,silverado 1500 ltz z71,excellent,6 cylinders,gas,13291.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2019,chevrolet,silverado diesels 2500,excellent,6 cylinders,diesel,48125.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2011,subaru,legacy,excellent,4 cylinders,gas,103394.0,clean,manual,4wd,sedan,brown,wa
kennewick-pasco-richland,0.0,2020,jeep,gladiator,excellent,6 cylinders,gas,8774.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2015,chevrolet,silverado 3500hd,excellent,8 cylinders,diesel,73025.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2018,honda,cr-v,excellent,4 cylinders,gas,28614.0,clean,automatic,4wd,SUV,white,wa
kennewick-pasco-richland,0.0,2012,mini,coupe,excellent,4 cylinders,gas,110003.0,clean,manual,fwd,coupe,green,wa
kennewick-pasco-richland,0.0,2011,ram,2500,excellent,8 cylinders,gas,71294.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2016,ford,super duty f-250,excellent,8 cylinders,gas,97390.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2014,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,94411.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2011,gmc,sierra 1500,excellent,8 cylinders,gas,137236.0,clean,automatic,4wd,truck,grey,wa
kennewick-pasco-richland,0.0,2008,chevrolet,malibu,excellent,6 cylinders,gas,197707.0,clean,automatic,fwd,sedan,blue,wa
kennewick-pasco-richland,0.0,2015,ram,1500,excellent,6 cylinders,diesel,62898.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2013,ford,edge,excellent,6 cylinders,gas,144220.0,clean,automatic,4wd,SUV,white,wa
kennewick-pasco-richland,0.0,2007,ram,2500,excellent,6 cylinders,diesel,141855.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2017,jaguar,ftype s british design,excellent,6 cylinders,gas,35810.0,clean,automatic,4wd,coupe,blue,wa
kennewick-pasco-richland,0.0,2020,ford,f150 xlt 4x4 1/2 ton gas,excellent,6 cylinders,gas,36896.0,clean,automatic,4wd,truck,white,wa
kennewick-pasco-richland,0.0,2016,toyota,rav4 se awd gas suv auto,excellent,6 cylinders,gas,41594.0,clean,automatic,4wd,SUV,silver,wa
kennewick-pasco-richland,0.0,2015,audi,sq5,excellent,6 cylinders,gas,109388.0,clean,automatic,4wd,SUV,silver,wa
moses lake,0.0,2004,mazda,mazda3,excellent,6 cylinders,gas,147274.0,clean,automatic,4wd,hatchback,blue,wa
moses lake,0.0,2008,buick,enclave,excellent,6 cylinders,gas,169483.0,clean,automatic,4wd,SUV,brown,wa
moses lake,0.0,2014,kia,sorento,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,wagon,brown,wa
moses lake,0.0,2011,kia,sorento,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,wagon,black,wa
moses lake,0.0,2012,chevrolet,captiva sport,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,fwd,SUV,black,wa
moses lake,0.0,2015,hyundai,sonata,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,sedan,white,wa
moses lake,0.0,2004,toyota,4-runner,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,fwd,SUV,silver,wa
moses lake,0.0,2012,hyundai,sonata limited fwd gas,excellent,6 cylinders,gas,98166.0,clean,automatic,fwd,sedan,grey,wa
moses lake,0.0,2018,ford,f150 xlt fx4 4x4 1/2 ton,excellent,6 cylinders,gas,44646.0,clean,automatic,4wd,truck,blue,wa
moses lake,0.0,2020,gmc,sierra durmax 2500 at4 4x4,excellent,6 cylinders,diesel,34184.0,clean,automatic,4wd,truck,black,wa
moses lake,0.0,2010,hyundai,tucson,excellent,4 cylinders,gas,82943.0,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2014,subaru,impreza,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,sedan,blue,wa
moses lake,0.0,2016,ford,fusion,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,fwd,sedan,white,wa
moses lake,0.0,2011,hyundai,elantra,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,sedan,black,wa
moses lake,0.0,2015,ford,focus,excellent,6 cylinders,other,96805.90582806747,clean,automatic,4wd,sedan,white,wa
moses lake,0.0,2016,toyota,tacoma,excellent,6 cylinders,gas,55176.0,clean,automatic,4wd,pickup,black,wa
moses lake,0.0,2016,ford,mustang,excellent,6 cylinders,gas,29080.0,clean,automatic,4wd,coupe,brown,wa
moses lake,0.0,2004,chevrolet,corvette,excellent,6 cylinders,gas,21394.0,clean,automatic,4wd,coupe,red,wa
moses lake,0.0,2015,toyota,tacoma,excellent,6 cylinders,gas,120419.0,clean,automatic,4wd,pickup,black,wa
moses lake,0.0,2011,jeep,grand cherokee,excellent,6 cylinders,other,152860.0,clean,automatic,4wd,other,black,wa
moses lake,0.0,2014,ford,mustang,excellent,6 cylinders,gas,1195.0,clean,automatic,4wd,coupe,white,wa
moses lake,0.0,2008,mitsubishi,lancer,excellent,6 cylinders,gas,112448.0,clean,automatic,4wd,sedan,blue,wa
moses lake,0.0,2011,ford,f-150,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,pickup,silver,wa
moses lake,0.0,2014,honda,civic,excellent,6 cylinders,gas,27369.0,clean,automatic,4wd,sedan,white,wa
moses lake,0.0,2015,toyota,tacoma trd sport 4x4 gas,excellent,6 cylinders,gas,46809.0,clean,automatic,4wd,truck,black,wa
moses lake,0.0,2020,ford,f150 stx 4x4 1/2 ton gas,excellent,6 cylinders,gas,11491.0,clean,automatic,4wd,truck,silver,wa
moses lake,0.0,2013,chevrolet,equinox,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2013,ford,f-350,excellent,6 cylinders,other,96805.90582806747,clean,automatic,4wd,pickup,black,wa
moses lake,0.0,2007,cadillac,escalade,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2015,nissan,frontier,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,pickup,red,wa
moses lake,0.0,2014,chevrolet,silverado,excellent,6 cylinders,other,96805.90582806747,clean,automatic,4wd,pickup,brown,wa
moses lake,0.0,2007,ford,mustang,excellent,8 cylinders,gas,250.0,clean,manual,rwd,coupe,white,wa
moses lake,0.0,2017,chevrolet,camaro,excellent,8 cylinders,gas,5910.0,clean,manual,rwd,coupe,yellow,wa
moses lake,0.0,2014,rover,sport,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,red,wa
moses lake,0.0,2012,nissan,titan,excellent,6 cylinders,gas,140586.0,clean,automatic,4wd,pickup,red,wa
moses lake,0.0,2015,audi,sq5,excellent,6 cylinders,gas,109388.0,clean,automatic,4wd,SUV,silver,wa
moses lake,0.0,2016,jeep,grand cherokee,excellent,6 cylinders,gas,52877.0,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2007,cadillac,escalade,excellent,6 cylinders,gas,122498.0,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2009,audi,q5,excellent,6 cylinders,gas,173183.0,clean,automatic,4wd,SUV,blue,wa
moses lake,0.0,2015,ram,1500,excellent,8 cylinders,gas,122128.0,clean,automatic,4wd,truck,black,wa
moses lake,0.0,2013,ford,f-150,excellent,8 cylinders,gas,116321.0,clean,automatic,4wd,truck,white,wa
moses lake,0.0,2011,ford,f-150,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,pickup,black,wa
moses lake,0.0,2015,nissan,versa,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,fwd,sedan,brown,wa
moses lake,0.0,2015,toyota,rav4,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,wagon,black,wa
moses lake,0.0,2013,chevrolet,silverado,excellent,6 cylinders,other,96805.90582806747,clean,automatic,4wd,pickup,blue,wa
moses lake,0.0,2016,ford,focus,excellent,6 cylinders,other,96805.90582806747,clean,manual,4wd,sedan,black,wa
moses lake,0.0,2020,toyota,lifted tacoma sr 4x4 gas,excellent,6 cylinders,gas,14523.0,clean,automatic,4wd,truck,grey,wa
moses lake,0.0,2012,volkswagen,tiguan,excellent,4 cylinders,gas,147183.0,clean,automatic,fwd,SUV,blue,wa
moses lake,0.0,2015,ford,escape titanium 4x4 gas suv,excellent,6 cylinders,gas,128116.0,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2007,toyota,tacoma,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,other,blue,wa
moses lake,0.0,2006,nissan,pathfinder,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,brown,wa
moses lake,0.0,2011,chevrolet,cruze,excellent,6 cylinders,gas,96805.90582806747,clean,manual,4wd,sedan,red,wa
moses lake,0.0,2020,kia,sportage,excellent,6 cylinders,gas,19936.0,clean,automatic,4wd,wagon,white,wa
moses lake,0.0,2015,chrysler,200,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,fwd,sedan,white,wa
moses lake,0.0,2014,chevrolet,tahoe,excellent,6 cylinders,other,70517.0,clean,automatic,4wd,SUV,brown,wa
moses lake,0.0,2010,dodge,charger,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,rwd,sedan,black,wa
moses lake,0.0,2018,dodge,charger,excellent,6 cylinders,gas,26499.0,clean,automatic,rwd,sedan,blue,wa
moses lake,0.0,2019,chevrolet,silverado 1500 lt 4x4,excellent,6 cylinders,gas,20689.0,clean,automatic,4wd,truck,silver,wa
moses lake,0.0,2013,ford,f150 fx4 4x4 1/2 ton gas,excellent,6 cylinders,gas,75137.0,clean,automatic,4wd,truck,grey,wa
moses lake,0.0,2010,buick,lucerne,excellent,6 cylinders,gas,179641.0,clean,automatic,4wd,sedan,white,wa
moses lake,0.0,2013,dodge,dart fwd gas sedan auto,excellent,6 cylinders,gas,65566.0,clean,automatic,fwd,sedan,white,wa
moses lake,0.0,2012,jeep,wrangler unlimited,excellent,6 cylinders,gas,95183.0,clean,automatic,4wd,SUV,red,wa
moses lake,0.0,2012,subaru,impreza wrx,excellent,4 cylinders,gas,65779.0,clean,manual,4wd,sedan,grey,wa
moses lake,0.0,2018,ford,escape,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2007,gmc,yukon,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2013,ford,Other,excellent,6 cylinders,other,0.0,clean,other,4wd,other,white,wa
moses lake,0.0,2011,ford,flex,excellent,6 cylinders,gas,87359.0,clean,automatic,4wd,SUV,red,wa
moses lake,0.0,2015,dodge,intern,excellent,6 cylinders,diesel,0.0,clean,other,4wd,other,white,wa
moses lake,0.0,2013,mini,hardtop,excellent,4 cylinders,gas,76054.0,clean,automatic,fwd,coupe,white,wa
moses lake,0.0,2007,dodge,caliber,excellent,6 cylinders,gas,144410.0,clean,automatic,4wd,hatchback,white,wa
moses lake,0.0,2014,chevrolet,silverado,excellent,6 cylinders,other,78169.0,clean,automatic,4wd,pickup,black,wa
moses lake,0.0,2014,chevrolet,camaro,excellent,6 cylinders,gas,16610.0,clean,automatic,4wd,convertible,white,wa
moses lake,0.0,2016,volkswagen,golf r,excellent,6 cylinders,gas,38446.0,clean,automatic,4wd,hatchback,white,wa
moses lake,0.0,2019,ford,lifted f150 xlt fx4 4x4 gas,excellent,6 cylinders,gas,17170.0,clean,automatic,4wd,truck,white,wa
moses lake,0.0,2016,nissan,altima,excellent,4 cylinders,gas,92517.0,clean,automatic,fwd,sedan,silver,wa
moses lake,0.0,2013,ford,escape,excellent,4 cylinders,gas,141904.0,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2015,ford,fusion,excellent,4 cylinders,gas,110122.0,clean,automatic,fwd,sedan,black,wa
moses lake,0.0,2010,mazda,mazda3,excellent,4 cylinders,gas,135686.0,clean,automatic,fwd,sedan,blue,wa
moses lake,0.0,2006,audi,s4,excellent,8 cylinders,gas,89714.0,clean,automatic,4wd,convertible,black,wa
moses lake,0.0,2013,chevrolet,cruze,excellent,4 cylinders,gas,166563.0,clean,automatic,fwd,sedan,white,wa
moses lake,0.0,2015,ford,focus,excellent,6 cylinders,other,45188.0,clean,automatic,4wd,sedan,white,wa
moses lake,0.0,2020,subaru,wrx,excellent,6 cylinders,gas,1746.0,clean,automatic,4wd,sedan,silver,wa
moses lake,0.0,2014,ford,explorer,excellent,6 cylinders,gas,198622.0,clean,automatic,4wd,SUV,silver,wa
moses lake,0.0,2014,jeep,wrangler unlimited,excellent,6 cylinders,gas,74662.0,clean,automatic,4wd,SUV,brown,wa
moses lake,0.0,2019,chevrolet,equinox,excellent,4 cylinders,gas,25284.0,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2013,volvo,xc60,excellent,6 cylinders,gas,110498.0,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2012,ram,f-150,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,pickup,white,wa
moses lake,0.0,2017,toyota,prius v,excellent,4 cylinders,hybrid,88653.0,clean,automatic,fwd,wagon,blue,wa
moses lake,0.0,2005,toyota,tacoma,excellent,6 cylinders,gas,96805.90582806747,clean,manual,4wd,other,white,wa
moses lake,0.0,2010,jeep,grand cherokee,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,red,wa
moses lake,0.0,2018,ram,1500 sport 4x4 1/2 ton,excellent,6 cylinders,gas,78737.0,clean,automatic,4wd,truck,black,wa
moses lake,0.0,2008,mercury,mountaineer,excellent,6 cylinders,gas,154406.0,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2020,toyota,tacoma sr 4x4 1/4 ton gas,excellent,6 cylinders,gas,2812.0,clean,automatic,4wd,truck,grey,wa
moses lake,0.0,2015,chevrolet,silverado 1500,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,other,white,wa
moses lake,0.0,2015,mazda,mazda6,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,other,red,wa
moses lake,0.0,2014,ford,escape,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2014,acura,mdx,excellent,6 cylinders,gas,106297.0,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2010,cadillac,escalade,excellent,6 cylinders,other,96805.90582806747,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2017,toyota,rav4,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,wagon,red,wa
moses lake,0.0,2016,ford,super duty f-350 srw,excellent,8 cylinders,diesel,95033.0,clean,automatic,4wd,truck,blue,wa
moses lake,0.0,2013,ford,edge,excellent,6 cylinders,gas,184003.0,clean,automatic,4wd,SUV,silver,wa
moses lake,0.0,2012,chevrolet,cruze,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,sedan,red,wa
moses lake,0.0,2012,chevrolet,cruze,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,sedan,white,wa
moses lake,0.0,2016,ford,FOREST RIVER SALEM CRUISE LITE M,excellent,6 cylinders,other,96805.90582806747,clean,automatic,4wd,other,white,wa
moses lake,0.0,2008,ford,super duty f-350 srw,excellent,8 cylinders,diesel,148037.0,clean,automatic,4wd,truck,grey,wa
moses lake,0.0,2016,nissan,titan xd,excellent,8 cylinders,diesel,109918.0,clean,automatic,4wd,truck,brown,wa
moses lake,0.0,2019,subaru,wrx,excellent,4 cylinders,gas,28515.0,clean,manual,4wd,sedan,grey,wa
moses lake,0.0,2009,ram,1500,excellent,8 cylinders,gas,92783.0,clean,automatic,4wd,truck,orange,wa
moses lake,0.0,2008,dodge,caliber,excellent,4 cylinders,gas,143119.0,clean,manual,fwd,sedan,silver,wa
moses lake,0.0,2004,chrysler,pt cruiser,excellent,4 cylinders,gas,55445.0,clean,automatic,fwd,wagon,white,wa
moses lake,0.0,2018,ford,fusion,excellent,4 cylinders,gas,50002.0,clean,automatic,fwd,sedan,grey,wa
moses lake,0.0,2017,chevrolet,equinox,excellent,4 cylinders,gas,93912.0,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2016,mercedes-benz,gle 350,excellent,6 cylinders,gas,121706.0,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2011,gmc,sierra 1500,excellent,8 cylinders,gas,137236.0,clean,automatic,4wd,truck,grey,wa
moses lake,0.0,2015,mini,hardtop 4 door,excellent,4 cylinders,gas,105381.0,clean,automatic,fwd,sedan,white,wa
moses lake,0.0,2014,ford,focus,excellent,4 cylinders,gas,114096.0,clean,automatic,fwd,hatchback,red,wa
moses lake,0.0,2015,chrysler,200,excellent,4 cylinders,gas,107103.0,clean,automatic,fwd,sedan,blue,wa
moses lake,0.0,2012,audi,a7,excellent,6 cylinders,gas,124824.0,clean,automatic,4wd,sedan,grey,wa
moses lake,0.0,2014,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,94411.0,clean,automatic,4wd,truck,white,wa
moses lake,0.0,2011,kia,optima,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,sedan,white,wa
moses lake,0.0,2013,ford,edge,excellent,6 cylinders,gas,144220.0,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2013,chevrolet,malibu,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,sedan,white,wa
moses lake,0.0,2007,ram,2500,excellent,6 cylinders,diesel,141855.0,clean,automatic,4wd,truck,white,wa
moses lake,0.0,2019,ram,1500 classic sport 4x4,excellent,6 cylinders,gas,4316.0,clean,automatic,4wd,truck,yellow,wa
moses lake,0.0,2008,subaru,impreza wagon,excellent,4 cylinders,gas,163064.0,clean,automatic,4wd,wagon,blue,wa
moses lake,0.0,2012,mini,coupe,excellent,4 cylinders,gas,110003.0,clean,manual,fwd,coupe,green,wa
moses lake,0.0,2007,chevrolet,tahoe,excellent,6 cylinders,other,96805.90582806747,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2012,jeep,wrangler,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2019,gmc,sierra 1500 slt x31 4x4 gas,excellent,6 cylinders,gas,36224.0,clean,automatic,4wd,truck,grey,wa
moses lake,0.0,2019,chevrolet,tahoe ls 4x4 gas suv,excellent,6 cylinders,gas,46167.0,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2015,chevrolet,cruze,excellent,4 cylinders,gas,124996.0,clean,automatic,fwd,sedan,grey,wa
moses lake,0.0,2010,ford,super duty f-250 srw,excellent,8 cylinders,diesel,190681.0,clean,automatic,4wd,truck,white,wa
moses lake,0.0,2012,gmc,terrain,excellent,6 cylinders,other,96805.90582806747,clean,automatic,fwd,SUV,white,wa
moses lake,0.0,2004,chevrolet,avalanche,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,truck,red,wa
moses lake,0.0,2009,subaru,forester,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2015,toyota,rav4,excellent,4 cylinders,gas,81111.0,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2018,jeep,compass,excellent,4 cylinders,gas,43395.0,clean,automatic,4wd,SUV,black,wa
moses lake,0.0,2015,subaru,wrx sti,excellent,4 cylinders,gas,90326.0,clean,manual,4wd,sedan,blue,wa
moses lake,0.0,2011,toyota,rav4,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,4wd,other,black,wa
moses lake,0.0,2016,lexus,is 300,excellent,6 cylinders,gas,26013.0,clean,automatic,4wd,sedan,red,wa
moses lake,0.0,2012,ram,1500,excellent,8 cylinders,gas,114017.0,clean,automatic,4wd,truck,black,wa
moses lake,0.0,2010,ram,1500,excellent,8 cylinders,gas,105187.0,clean,automatic,4wd,truck,black,wa
moses lake,0.0,2013,chevrolet,malibu,excellent,4 cylinders,gas,45512.0,clean,automatic,fwd,sedan,grey,wa
moses lake,0.0,2014,ford,f150 xlt xtr 4x4 1/2 ton,excellent,6 cylinders,gas,80390.0,clean,automatic,4wd,truck,red,wa
moses lake,0.0,2019,ford,mustang bullit rwd gas,excellent,6 cylinders,gas,1567.0,clean,manual,rwd,coupe,green,wa
moses lake,0.0,2016,ford,super duty f-250,excellent,8 cylinders,gas,97390.0,clean,automatic,4wd,truck,white,wa
moses lake,0.0,2011,nissan,juke,excellent,4 cylinders,gas,141883.0,clean,automatic,4wd,hatchback,silver,wa
moses lake,0.0,2020,gmc,sierra deisel durmax 3500 hd,excellent,6 cylinders,diesel,10303.0,clean,automatic,4wd,truck,black,wa
moses lake,0.0,2011,subaru,legacy,excellent,4 cylinders,gas,103394.0,clean,manual,4wd,sedan,brown,wa
moses lake,0.0,2013,subaru,outback,excellent,4 cylinders,gas,179497.0,clean,automatic,4wd,wagon,grey,wa
moses lake,0.0,2016,volvo,xc90,excellent,4 cylinders,gas,116571.0,clean,automatic,4wd,SUV,white,wa
moses lake,0.0,2010,buick,lacrosse,excellent,6 cylinders,gas,89087.0,clean,automatic,fwd,sedan,red,wa
olympic peninsula,0.0,1995,chevrolet,gmt-400,excellent,6 cylinders,gas,101967.0,clean,automatic,fwd,pickup,green,wa
olympic peninsula,1.0,1990,chevrolet,geo metro,salvage,3 cylinders,gas,208000.0,clean,manual,fwd,coupe,grey,wa
seattle-tacoma,0.0,2012,lexus,rx350,good,6 cylinders,gas,67000.0,clean,automatic,rwd,SUV,grey,wa
seattle-tacoma,0.0,2017,toyota,corolla le,excellent,4 cylinders,gas,32260.0,clean,automatic,fwd,sedan,white,wa
seattle-tacoma,0.0,2015,ram,1500 laramie 4x4 gas,excellent,6 cylinders,gas,42885.0,clean,automatic,4wd,truck,black,wa
seattle-tacoma,0.0,2020,toyota,tacoma trd sport 4x4 gas,excellent,6 cylinders,gas,17194.0,clean,automatic,4wd,truck,red,wa
seattle-tacoma,0.0,2012,ford,f150 fx2 rwd half ton gas,excellent,6 cylinders,gas,71597.0,clean,automatic,rwd,truck,black,wa
seattle-tacoma,0.0,2008,ram,1500 slt,excellent,8 cylinders,gas,101028.0,clean,automatic,4wd,sedan,white,wa
seattle-tacoma,0.0,2017,toyota,4runner sr5 4x4 gas suv,excellent,6 cylinders,gas,99619.0,clean,automatic,4wd,SUV,black,wa
seattle-tacoma,0.0,2020,dodge,durango r/t awd gas suv,excellent,6 cylinders,gas,21289.0,clean,automatic,4wd,SUV,black,wa
seattle-tacoma,0.0,2019,gmc,sierra diesel duramax 3500,excellent,6 cylinders,diesel,35277.0,clean,automatic,4wd,truck,white,wa
seattle-tacoma,0.0,2013,ford,edge sel fwd gas suv auto,excellent,6 cylinders,gas,116125.0,clean,automatic,fwd,SUV,black,wa
seattle-tacoma,0.0,2010,kia,soul plus fwd gas suv manual,excellent,6 cylinders,gas,61039.0,clean,manual,fwd,SUV,black,wa
seattle-tacoma,0.0,2018,ford,f150 shelby raptor baja 4x4,excellent,6 cylinders,gas,41125.0,clean,automatic,4wd,truck,blue,wa
seattle-tacoma,0.0,2017,buick,lacrosse preferred fwd gas,excellent,6 cylinders,gas,63710.0,clean,automatic,fwd,sedan,white,wa
seattle-tacoma,0.0,2017,ram,1500 express,excellent,6 cylinders,gas,21010.0,clean,automatic,4wd,truck,silver,wa
seattle-tacoma,0.0,2020,jeep,grand cherokee laredo 4x4,excellent,6 cylinders,gas,4428.0,clean,automatic,4wd,SUV,white,wa
seattle-tacoma,0.0,2018,jeep,lifted wrangler unlimited,excellent,6 cylinders,gas,15136.0,clean,automatic,4wd,SUV,white,wa
seattle-tacoma,0.0,2013,ford,focus st fwd gas hatchback,excellent,6 cylinders,gas,84725.0,clean,manual,fwd,hatchback,black,wa
seattle-tacoma,0.0,2018,audi,q3 quattro awd gas suv auto,excellent,6 cylinders,gas,22341.0,clean,automatic,4wd,SUV,black,wa
seattle-tacoma,0.0,2006,ram,3500 dually 5.9l 6-sp,excellent,6 cylinders,diesel,84891.0,clean,manual,4wd,truck,white,wa
seattle-tacoma,0.0,2019,toyota,4runner sr5 4x4 gas suv,excellent,6 cylinders,gas,25490.0,clean,automatic,4wd,SUV,white,wa
seattle-tacoma,0.0,2019,jeep,grand cherokee limited 4x4,excellent,6 cylinders,gas,37623.0,clean,automatic,4wd,SUV,silver,wa
seattle-tacoma,0.0,2005,jeep,wrangler unlimited,excellent,6 cylinders,gas,108755.0,clean,manual,4wd,convertible,white,wa
seattle-tacoma,1.0,1967,ford,1967 Sunbeam Tiger MkII,excellent,8 cylinders,gas,44000.0,clean,manual,4wd,sedan,white,wa
